run_id	run_name	state	sweep_name	sweep_id	model.name	dataset.name	model.n_jobs	training.seed	model.max_depth	model.reg_alpha	model.subsample	dataset.cell_line	model.eval_metric	model.n_estimators	training.criterion	model.learning_rate	training.batch_size	training.wandb.track	dataset.target_fields	training.wandb.entity	dataset.min_read_count	training.profile.plots	training.wandb.project	model.enable_categorical	training.profile.metrics	training.wandb.save_code	dataset.three_exon_combos	training.wandb.save_model	training.wandb.save_plots	training.data_split.method	model.early_stopping_rounds	training.data_split.test_set	training.data_split.train_set	training.wandb.save_artifacts	training.data_split.validate_set	dataset.features.binding_matrix.window	dataset.features.binding_matrix.exp_log	dataset.features.binding_matrix.flatten	dataset.features.binding_matrix.exp_norm	dataset.features.binding_matrix.binding_format	runtime.avg_nodes_per_tree	test_loss	test_mean_absolute_error	test_r2_score	test_rmse	train_loss	train_mean_absolute_error	train_r2_score	train_rmse	val_loss	val_mean_absolute_error	val_r2_score	val_rmse
z74wz7ij	fast-sweep-97	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	89.75	5.57e-05	0.2527	0.2287	0.3275	3.023e-05	0.2499	0.243	0.3212	8.049e-05	0.2479	0.2067	0.3205
6605fkfl	ethereal-sweep-105	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	80.91549295774648	6.807e-05	0.2154	0.2451	0.3074	3.573e-05	0.2048	0.2701	0.2911	9.642e-05	0.2076	0.2203	0.2962
6usj5izb	legendary-sweep-101	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	70.42622950819673	0.0001193	0.1818	0.2315	0.2874	6.81e-05	0.1708	0.2653	0.2683	0.0001705	0.1715	0.1997	0.272
8yzci5ji	clear-sweep-99	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	81.53076923076924	7.021e-05	0.2186	0.2312	0.3105	3.75e-05	0.2097	0.2459	0.296	9.973e-05	0.2101	0.2065	0.2986
baqu5npn	true-sweep-100	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	74.02816901408451	8.361e-05	0.1965	0.2485	0.2974	4.39e-05	0.1813	0.294	0.2737	0.0001177	0.1847	0.2238	0.2808
dr2z9qtc	peachy-sweep-103	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	91.45270270270272	5.472e-05	0.2531	0.2288	0.3273	2.949e-05	0.2499	0.2461	0.3208	7.85e-05	0.2481	0.2102	0.3202
igc9r6jm	honest-sweep-102	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	100	True	False	getmm	rbp_exp	63.88636363636363	0.0001861	0.1592	0.2944	0.267	9.599e-05	0.1371	0.4112	0.2327	0.0002573	0.148	0.2488	0.2516
sv7662xl	scarlet-sweep-106	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	78.744	8.565e-05	0.2017	0.2235	0.3022	4.63e-05	0.1899	0.2455	0.2829	0.0001199	0.1905	0.1965	0.2857
zc0zmhm5	deft-sweep-104	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	82.28472222222223	6.061e-05	0.2287	0.2445	0.3132	3.225e-05	0.222	0.2626	0.3025	8.639e-05	0.2235	0.2229	0.3054
1v07uhhr	summer-sweep-109	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	94.37162162162164	5.433e-05	0.2541	0.2259	0.3282	2.896e-05	0.2501	0.2478	0.3207	7.758e-05	0.2495	0.2056	0.3215
7hv0xkju	dandy-sweep-112	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	80.23571428571428	8.292e-05	0.1974	0.2442	0.2983	4.302e-05	0.1817	0.2926	0.2738	0.0001163	0.1867	0.2138	0.2825
849ux30h	daily-sweep-107	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	72.53781512605042	0.0001204	0.1843	0.22	0.2895	6.881e-05	0.1732	0.2514	0.271	0.0001703	0.1737	0.1892	0.2734
96e2vwm1	curious-sweep-114	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	69.61157024793388	0.0001933	0.1654	0.2613	0.2735	0.0001096	0.1504	0.3251	0.2497	0.0002629	0.1548	0.2189	0.2559
ix2ai0v2	cool-sweep-113	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	75.5952380952381	0.0001169	0.1805	0.2398	0.286	6.474e-05	0.1665	0.2923	0.2636	0.0001646	0.1694	0.2117	0.2694
oztplmp4	breezy-sweep-115	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	0	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	92.63571428571429	5.443e-05	0.2579	0.2161	0.331	2.92e-05	0.2552	0.2296	0.325	7.752e-05	0.2533	0.1915	0.3243
sin8u17s	giddy-sweep-111	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	83.97826086956522	6.84e-05	0.2174	0.2365	0.3093	3.575e-05	0.2066	0.2609	0.2929	9.653e-05	0.2097	0.2106	0.298
ukw4yvz9	dazzling-sweep-110	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	500	True	False	getmm	rbp_exp	86.4	6.046e-05	0.2299	0.2401	0.3143	3.173e-05	0.2218	0.2646	0.3021	8.571e-05	0.2245	0.2189	0.3064
vd4vc9yv	smart-sweep-108	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	250	True	False	getmm	rbp_exp	66.6640625	0.0001878	0.1608	0.2856	0.2689	0.0001005	0.142	0.3822	0.2387	0.0002601	0.1515	0.2315	0.254
1ey7t8kv	exalted-sweep-119	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	160	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	72.81294964028777	0.0001144	0.1782	0.2533	0.2838	5.972e-05	0.1582	0.3431	0.2539	0.0001597	0.1659	0.2289	0.2663
3b87k2du	major-sweep-120	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	320	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	68.171875	0.0001904	0.1631	0.2717	0.2721	9.901e-05	0.1406	0.3886	0.2376	0.0002587	0.151	0.2301	0.2538
6eyd345g	warm-sweep-117	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	40	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	85.67407407407407	6.89e-05	0.2196	0.2264	0.3118	3.586e-05	0.2089	0.2511	0.2951	9.6e-05	0.2111	0.2039	0.299
gt11zb6r	cool-sweep-116	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	20	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	85.88652482269504	6.072e-05	0.2324	0.2324	0.3165	3.185e-05	0.2249	0.2527	0.3048	8.53e-05	0.2266	0.2106	0.3078
rxtmc5uu	vivid-sweep-118	finished	ayans_model_params_yogi_dataset_sweep	11gitmno	XGBRegressor	RBPSEDataset	-1	42	7	0.3	1	HepG2	['rmse', 'logloss']	20000	mean_squared_error	0.1	1024	True	['target_psi']	platiglab	80	[]	yogi-dataset-sweep-feb-2025	False	['r2_score', 'mean_absolute_error', 'rmse']	False	all	False	False	set_defs	100	['chr2', 'chr8', 'chr12', 'chr16', 'chr20']	['chr1', 'chr3', 'chr5', 'chr7', 'chr9', 'chr11', 'chr13', 'chr15', 'chr17', 'chr19', 'chr21']	False	['chr4', 'chr6', 'chr10', 'chr14', 'chr18', 'chr22']	1000	True	False	getmm	rbp_exp	81.17857142857143	8.287e-05	0.1986	0.2399	0.2993	4.286e-05	0.1822	0.29	0.2746	0.0001149	0.1862	0.2156	0.2819
